NLB Banka,2.4,14,Vidoe Smilevski Bato 6,Skopje,,MK,http://www.nlb.mk/,+389 2 244 5991,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9815628,21.4722499,17z/data=!3m1!4b1!4m5!3m4!1s0x13543e1fd833a481:0x3d21e0a8dc7d32a9!8m2!3d41.9815773!4d21.472262?hl=en"
NLB Banka ATM,3,1,Gjorce Petrov b.b Doma Mebel,Skopje,,MK,http://nlb.mk/,+389 2 510 0555,ATM,"https://www.google.com/maps/place/NLB+Banka+ATM/@42.0065199,21.3512291,17z/data=!3m1!4b1!4m5!3m4!1s0x135413c0bc0437f1:0xdb0b065af86b93be!8m2!3d42.0065217!4d21.3512289?hl=en"
NLB Banka АТМ,,0,Franklin Ruzvelt 69,Skopje,,MK,http://nlb.mk/,+389 2 510 0555,ATM,"https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/@42.0050854,21.4163128,17z/data=!3m1!4b1!4m5!3m4!1s0x135414500e3096d7:0x623eabea979adebc!8m2!3d42.0050854!4d21.4163128?hl=en"
NLB Banka ATM,,0,Shekspirova 14,Skopje,,MK,http://nlb.mk/,+389 2 510 0555,ATM,"https://www.google.com/maps/place/NLB+Banka+ATM/@42.0022649,21.4076996,17z/data=!3m1!4b1!4m5!3m4!1s0x13541443b62cf735:0x3ad9f5ecc219feb5!8m2!3d42.0022684!4d21.4076745?hl=en"
NLB Banka,1,2,3rd Macedonian Brigade Blvd 45,Skopje,,MK,http://www.nlb.mk/,+389 2 320 3193,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9950138,21.4308777,17z/data=!3m1!4b1!4m5!3m4!1s0x135415b459b7a687:0x496f31280c93370b!8m2!3d41.9950138!4d21.4308777?hl=en"
NLB Banka АТМ,1,1,11 Oktomvri br.125 Tutunski Kombinat Skopje,Skopje,,MK,http://nlb.mk/,+389 2 510 0555,ATM,"https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/@41.9880845,21.4375652,17z/data=!3m1!4b1!4m5!3m4!1s0x135415c8fbd5cce1:0xec524b6fb0e0d2ae!8m2!3d41.9880456!4d21.4375501?hl=en"
NLB Banka АТМ,,0,Prvomajska Tineks,Skopje,,MK,http://nlb.mk/,+389 2 510 0555,ATM,"https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/@41.9748302,21.4533484,17z/data=!3m1!4b1!4m5!3m4!1s0x135415e711dd63c9:0x3aebf63b5e955ba9!8m2!3d41.9748302!4d21.4533484?hl=en"
NLB Banka ATM,5,1,Gjorche Petrov 11,Skopje,,MK,http://nlb.mk/,+389 2 510 0555,ATM,"https://www.google.com/maps/place/NLB+Banka+ATM/@42.006996,21.363547,17z/data=!3m1!4b1!4m5!3m4!1s0x135413930ca11b85:0x75effeef56e0c4f8!8m2!3d42.0069656!4d21.3635625?hl=en"
NLB Banka,1,1,Blvd. Saint Clement of Ohrid 30,Skopje,,MK,http://www.nlb.mk/,+389 2 511 2670,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9994922,21.4259741,17z/data=!3m1!4b1!4m5!3m4!1s0x1354144ce7051e61:0xed03704a417cf58e!8m2!3d41.9994902!4d21.4259785?hl=en"
ATM NLB Bank at Ramstore Market,,0,,Skopje,,MK,http://www.nlb.mk/,+389 215600,ATM,"https://www.google.com/maps/place/ATM+NLB+Bank+at+Ramstore+Market/@41.9842153,21.483825,17z/data=!3m1!4b1!4m5!3m4!1s0x13543e23aed136ad:0x3b956fbe7686a526!8m2!3d41.9842369!4d21.483774?hl=en"
NLB Banka,1,2,ul. Saraj bb,Skopje,,MK,http://nlb.mk/,+389 2 511 8470,Bank,"https://www.google.com/maps/place/NLB+Banka/@42.00378,21.331818,17z/data=!3m1!4b1!4m5!3m4!1s0x13541232d6824309:0x46802e2ae9ed763!8m2!3d42.00378!4d21.331818?hl=en"
NLB Banka АТМ,3.3,3,Saraj bb,Skopje,,MK,http://nlb.mk/,+389 2 510 0555,ATM,"https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/@42.0008107,21.3292467,17z/data=!3m1!4b1!4m5!3m4!1s0x1354122ec0000001:0x35e626a5a216b2a4!8m2!3d42.0009261!4d21.3293892?hl=en"
NLB Banka,3.4,7,Jani Lukrovski Nr. 2,Skopje,,MK,http://www.nlb.mk/,+389 2 310 3452,Bank,"https://www.google.com/maps/place/NLB+Banka/@42.0014353,21.460814,17z/data=!3m1!4b1!4m5!3m4!1s0x1354159cf3441777:0x41ce35e80d8c62e6!8m2!3d42.0014353!4d21.460814?hl=en"
NLB,4,1,Boulevard Jane Sandanski 64,Skopje,,MK,http://www.nlb.mk/,+389 2 310 7630,ATM,"https://www.google.com/maps/place/NLB/@41.9852414,21.4670535,17z/data=!3m1!4b1!4m5!3m4!1s0x1354158cd01bd435:0x851b87d8d16fa565!8m2!3d41.9852414!4d21.4670535?hl=en"
NLB Banka,2.9,14,Boulevard Jane Sandanski 26/9,Skopje,,MK,http://www.nlb.mk/,+389 2 240 3627,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9867902,21.4632688,17z/data=!3m1!4b1!4m5!3m4!1s0x135415929fe98533:0x4a8b52e4c952083b!8m2!3d41.9867714!4d21.4632497?hl=en"
NLB Banka,2.9,11,Blvd. Partizanski Odredi 43,Skopje,,MK,http://www.nlb.mk/,+389 2 324 8911,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9995899,21.4174647,17z/data=!3m1!4b1!4m5!3m4!1s0x1354144f3741d0db:0x563b7b260e76f76!8m2!3d41.99965!4d21.4174635?hl=en"
NLB,3.2,51,Mother Teresa 1,Skopje,,MK,http://www.nlb.mk/,+389 2 510 0555,Bank,"https://www.google.com/maps/place/NLB/@41.992881,21.4252123,17z/data=!3m1!4b1!4m5!3m4!1s0x135414357c8784eb:0x147cf8a517e35187!8m2!3d41.9928739!4d21.4252069?hl=en"
NLB Banka,1.8,5,Franklin Ruzvelt Nr. 1,Skopje,,MK,http://www.nlb.mk/,+389 2 308 9090,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.993572,21.411074,17z/data=!3m1!4b1!4m5!3m4!1s0x13541438dc31af4f:0xb733198d0a81c83a!8m2!3d41.993572!4d21.411074?hl=en"
NLB Banka,2.3,3,3rd Macedonian Brigade Blvd,Skopje,,MK,http://www.nlb.mk/,+389 2 310 5673,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9866935,21.4428765,17z/data=!3m1!4b1!4m5!3m4!1s0x135415c6fa3efcd3:0xfadde89eb770e51a!8m2!3d41.9866935!4d21.4428765?hl=en"
NLB Banka,3.6,7,Sava Kovacevikj 43,Skopje,,MK,http://nlb.mk/,+389 2 511 2861,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9760295,21.4437245,17z/data=!3m1!4b1!4m5!3m4!1s0x135415dbc1146e87:0x8f53073f8c338968!8m2!3d41.9760295!4d21.4437245?hl=en"
