placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,sunday,monday,tuesday,wednesday,thursday,friday,saturday,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp
"https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/@41.7377777,22.1912722,17z/data=!3m1!4b1!4m6!3m5!1s0x1355dd2824804079:0x994ca588431f2f68!8m2!3d41.7377789!4d22.1912718!16s%2Fg%2F11hbc185mm",NLB Banka АТМ,5.0,,ATM,,"Vanco Prkje b.b NLB TB, Ekspozitura Stip, Shtip 2000, North Macedonia","P5QR+4G Shtip, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,true,41.737812499999976,22.191312499999995,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:57:18.236Z
"https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/@41.738693,22.1953174,17z/data=!3m1!4b1!4m6!3m5!1s0x1355dd293dda166b:0x670e47ef0b6193e!8m2!3d41.738693!4d22.1953174!16s%2Fg%2F11hbc16qdm",NLB Banka АТМ,,,ATM,,"Vanco Prkje b.b., zgrada Kubus, Shtip 2000, North Macedonia","P5QW+F4 Shtip, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,true,41.73868749999998,22.195312499999986,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:57:24.398Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x1355767f91df1a11:0x5f1dc79a0c2c0622!8m2!3d42.2035365!4d22.3347451!16s%2Fg%2F11gf5k0z1t!19sChIJERrfkX92VRMRIgYsDJrHHV8,NLB Banka,,,Bank,,"Marshal Tito Nr. 172, Kriva Palanka 1330, North Macedonia","683M+CV Kriva Palanka, North Macedonia",http://www.nlb.mk/,+389 31 475 280,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipMGv6l93JWmhshMQ2HF_uYNZunBufdk2EtQbCPl=w408-h544-k-no,true,42.20356249999999,22.334687500000015,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:57:29.000Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x1355cc0604fce24d:0x85db643721e84ddb!8m2!3d41.8646664!4d21.9441524!16s%2Fg%2F11hbbkrp4x!19sChIJTeL8BAbMVRMR203oITdk24U,NLB Banka,5.0,,Bank,,"Vera Ciriviri Nr. 1, Sveti Nikole 2220, North Macedonia","VW7V+VM Sveti Nikole, North Macedonia",http://www.nlb.mk/,+389 32 226 770,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipNoV85q0Ol9oiw3g80e9q3rSDEAHYSgKsaPFNRE=w408-h544-k-no,true,41.86468749999999,21.944187499999984,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:57:33.710Z
https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/data=!4m7!3m6!1s0x1355a31260913cb3:0x2e9933a152ee42d6!8m2!3d42.079794!4d22.1700992!16s%2Fg%2F11hbc14124!19sChIJszyRYBKjVRMR1kLuUqEzmS4,NLB Banka АТМ,3.0,,ATM,,"Goce Delcev b.b., Market na Vlez na Kratovo, Kratovo 1360, North Macedonia","35HC+W2 Kratovo, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K6MMFR-Yva5hl21y29jIIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.64225&pitch=0&thumbfov=100,true,42.07981250000002,22.170062500000014,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:57:37.959Z
"https://www.google.com/maps/place/NLB+Banka+ATM/@41.9673688,22.7777672,17z/data=!3m1!4b1!4m6!3m5!1s0x14aa7b1d0756f5cb:0x95af5fd716c26c07!8m2!3d41.9673688!4d22.7777672!16s%2Fg%2F11hbc117mb",NLB Banka ATM,,,ATM,,"Makedonija br. 5, Brza Posta, Delchevo 2320, North Macedonia","XQ8H+W4 Delchevo, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,true,41.96731249999998,22.777812499999996,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:57:44.880Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135665068942e885:0x85eb93347ea891d6!8m2!3d41.4362346!4d22.0109165!16s%2Fg%2F11gf5j_639!19sChIJhehCiQZlVhMR1pGofjST64U,NLB Banka,,,Bank,,"Ilindenska Nr. 81, Kavadarci 1430, North Macedonia","C2P6+F9 Kavadarci, North Macedonia",http://www.nlb.mk/,+389 43 400 435,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipMIAkTR71U2gVfl_VzbFf7VcPeibdDEfiVMixA8=w426-h240-k-no,true,41.4361875,22.010937499999997,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:57:49.061Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x14a9fe1186d1762d:0xe8c6a75c4ccaa28e!8m2!3d41.4379668!4d22.6375235!16s%2Fg%2F11bwm5zttj!19sChIJLXbRhhH-qRQRjqLKTFynxug,NLB Banka,4.0,,Bank,,"CJQQ+52J, Strumica, North Macedonia",,http://www.nlb.mk/,+389 34 334 475,Closed,8:30a.m.–4:30p.m.,8:30a.m.–4:30p.m.,8:30a.m.–4:30p.m.,8:30a.m.–4:30p.m.,8:30a.m.–4:30p.m.,9a.m.–2p.m.,Closed today,https://lh5.googleusercontent.com/p/AF1QipNwn6dKJ6KL-dn4oLUM6aJnV9KAYD92ZBGlSlUx=w408-h480-k-no,false,,,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:57:52.674Z
"https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/@41.6360553,22.4635536,17z/data=!3m1!4b1!4m6!3m5!1s0x1355fb10d1baed2b:0x73db306a0cda15ce!8m2!3d41.6360553!4d22.4635536!16s%2Fg%2F11f3jt2hsg",NLB Banka АТМ,,,ATM,,"Goce Delcev 2, Radovish 2420, North Macedonia","JFP7+CC Radovish, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,true,41.636062499999994,22.46356249999998,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:57:59.420Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x1356704be8e44453:0x4e2c7039d3a29fa2!8m2!3d41.484739!4d22.090282!16s%2Fg%2F12hqgtb8l!19sChIJU0Tk6EtwVhMRop-i0zlwLE4,NLB Banka,5.0,,Bank,,"Marshal Tito bb, Negotino 1440, North Macedonia","F3MR+V4 Negotino, North Macedonia",http://www.nlb.mk/,+389 43 364 010,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipOHXS1VMTJB0rfxyaIuiEnCxTrkaO27fhtQTSME=w408-h306-k-no,true,41.48468749999999,22.090312499999996,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:03.788Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135415dbc1146e87:0x8f53073f8c338968!8m2!3d41.9760295!4d21.4437245!16s%2Fg%2F11b7gmdsb5!19sChIJh24UwdsVVBMRaIkzjD8HU48,NLB Banka,3.6,,Bank,,"Sava Kovacevikj 43, Skopje, North Macedonia","XCGV+CF Skopje, North Macedonia",http://nlb.mk/,+389 2 511 2861,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipNCQWiRhMQKsBNng6FWYVRUDgc4c54Tk03fS-tA=w426-h240-k-no,true,41.9760625,21.443687499999996,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:08.481Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x13544e2dd04a55ff:0x9ddea10a1a0f3c9!8m2!3d42.135509!4d21.719088!16s%2Fg%2F11x9kcpbn!19sChIJ_1VK0C1OVBMRyfOgoRDq3Qk,NLB Banka,3.8,,Bank,,"Marshal Tito bb Square, Marshal Tito 35, Kumanovo 1300, North Macedonia","4PP9+6J Kumanovo, North Macedonia",http://www.nlb.mk/,+389 31 438 420,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipPiWF2QVurJNyULImxmCzsGIAkiy00fIvW0f87u=w408-h306-k-no,true,42.13556249999998,21.719062499999993,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:12.943Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135415b4b30d48a9:0xd08c157f0660d1e0!8m2!3d41.9963379!4d21.4276799!16s%2Fg%2F11gf10jg97!19sChIJqUgNs7QVVBMR4NFgBn8VjNA,NLB Banka,3.3,,Bank,,"Vasil Glavinov Nr. 3/5, Skopje 1000, North Macedonia","XCWH+G3 Skopje, North Macedonia",https://nlbbanka-centar.business.site/,+389 2 321 9535,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w77bZ1pXrikOqVbzOn9GSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.33307&pitch=0&thumbfov=100,true,41.99631249999997,21.427687500000005,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:17.264Z
https://www.google.com/maps/place/NLB+Banka+%D0%90%D0%A2%D0%9C/data=!4m7!3m6!1s0x1355a0de8ae8d3ed:0xe23447c3c78ab74!8m2!3d42.1705883!4d22.1637565!16s%2Fg%2F11hbc125f1!19sChIJ7dPoit6gVRMRdKt4PHxEIw4,NLB Banka АТМ,,,ATM,,"Rankovce BP Krater, Kriva Palanka 1330, North Macedonia","55C7+6G Ginovtsi, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e46_4nf5F_cN2hWZRb2X0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.1908&pitch=0&thumbfov=100,true,42.1705625,22.16381249999999,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:22.140Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x135415c6fa3efcd3:0xfadde89eb770e51a!8m2!3d41.9866935!4d21.4428765!16s%2Fg%2F11c582fpy6!19sChIJ0_w--sYVVBMRGuVwt57o3fo,NLB Banka,2.3,,Bank,,"3rd Macedonian Brigade Blvd, Skopje 1000, North Macedonia","XCPV+M5 Skopje, North Macedonia",http://www.nlb.mk/,+389 2 310 5673,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DNGphWo2_ZXIm2-Gw55KkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.12378&pitch=0&thumbfov=100,true,41.986687499999974,21.442937499999985,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:26.354Z
https://www.google.com/maps/place/NLB+Tutunska+Banka/data=!4m7!3m6!1s0x1355dd293de4e1cb:0xdc7c2c9cd60a511f!8m2!3d41.7377598!4d22.1912124!16s%2Fg%2F11c2y6x_6d!19sChIJy-HkPSndVRMRH1EK1pwsfNw,NLB Tutunska Banka,3.0,,ATM,,"P5QR+4F4, Shtip 2000, North Macedonia",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMm1tmSOSS1RkPFZks-UQT10sIvvCKtRiXx_dvp=w408-h307-k-no,false,,,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:28.916Z
"https://www.google.com/maps/place/NLB+Bank/@41.7497531,22.1994234,17z/data=!3m1!4b1!4m6!3m5!1s0x1355c2d19c3f8d79:0xc4e86cdc0d420aa2!8m2!3d41.7497531!4d22.1994234!16s%2Fg%2F11c61thwym",NLB Bank,,,ATM,,"Sremski Front 29, Shtip 2000, North Macedonia","P5XX+WQ Shtip, North Macedonia",,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,false,41.749812500000004,22.19943750000003,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:35.161Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x13542bcaf64f6d3d:0xc5d5b59de353a00f!8m2!3d41.7159064!4d21.7840869!16s%2Fg%2F11hbbktfv_!19sChIJPW1P9sorVBMRD6BT45211cU,NLB Banka,3.4,,Bank,,"Ilindenska Nr. 4, Veles 1400, North Macedonia","PQ8M+9J Veles, North Macedonia",http://www.nlb.mk/,+389 43 214 454,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipPp8E1sksOGM0V2NvHnX8EJajgSSaBnDaiviz6P=w426-h240-k-no,true,41.71593749999998,21.78406249999999,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:39.304Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x13544e251b6ec097:0xfee54dd7c450e54!8m2!3d42.1390618!4d21.7239906!16s%2Fg%2F11gf5jzc9t!19sChIJl8BuGyVOVBMRVA5FfN1U7g8,NLB Banka,5.0,,Bank,,"Oktomvriska Revolucija 24, Kumanovo 1300, North Macedonia","4PQF+JH Kumanovo, North Macedonia",http://www.nlb.mk/,+389 31 475 271,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kyOyfaKSQZ-A90qkmXc4bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.668317&pitch=0&thumbfov=100,true,42.13906249999998,21.72393749999999,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:44.477Z
https://www.google.com/maps/place/NLB/data=!4m7!3m6!1s0x135414357c8784eb:0x147cf8a517e35187!8m2!3d41.992881!4d21.4252123!16s%2Fg%2F11r8hcylg!19sChIJ64SHfDUUVBMRh1HjF6X4fBQ,NLB,3.2,,Bank,,"Mother Teresa 1, Skopje 1000, North Macedonia","XCVG+53 Skopje, North Macedonia",http://www.nlb.mk/,+389 2 510 0555,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipOY0w8cFgrkKFRMoQmzRVxn36Cd9_KASA3qxeQX=w408-h305-k-no,true,41.99293749999997,21.425187500000007,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:49.044Z
"https://www.google.com/maps/place/NLB+Banka+ATM/@41.8647095,21.9441465,17z/data=!3m1!4b1!4m6!3m5!1s0x1355cc0f01c3f35f:0x21e19214f1dfebc1!8m2!3d41.8647095!4d21.9441465!16s%2Fg%2F11g02ss1xq",NLB Banka ATM,,,ATM,,"Vera, Sveti Nikole 2220, North Macedonia","VW7V+VM Sveti Nikole, North Macedonia",http://nlb.mk/,+389 2 510 0555,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,true,41.86468749999999,21.944187499999984,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:54.725Z
https://www.google.com/maps/place/NLB+Banka/data=!4m7!3m6!1s0x1354144f3741d0db:0x563b7b260e76f76!8m2!3d41.9995899!4d21.4174647!16s%2Fg%2F1td5bsqd!19sChIJ29BBN08UVBMRdm_nYLK3YwU,NLB Banka,2.9,,Bank,,"Blvd. Partizanski Odredi 43, Skopje 1000, North Macedonia","XCX8+RX Skopje, North Macedonia",http://www.nlb.mk/,+389 2 324 8911,Closed,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipOtIssy8cVC5Fa3WfUtjwhARJ6x0iFqc0Lrfopb=w408-h594-k-no,true,41.99956250000001,21.41743749999999,"https://www.google.com/maps/search/NLB+Banka/@41.9174195,22.4172139,15z/data=!3m1!4b1",2022-11-13T13:58:59.773Z
